0,0,9.5625,2.828125,1.515625,1.6015625,0.03271484375,1.703125,-0.154296875,92672.0
1,100.8,0.5078125,7.65625,8.9375,1.609375,0.130859375,0.4296875,-0.1533203125,92672.0
2,201.6,0.71875,3.59375,17.375,1.5703125,0.1337890625,0.4375,-0.150390625,92672.0
3,302.4,0.71875,2.421875,12.5,0.58203125,0.26953125,0.4375,-0.2021484375,92672.0
4,403.2,1.3125,2.4375,15.0625,0.58203125,0.275390625,0.375,-0.2021484375,92672.0
5,504.0,0.59765625,2.46875,30.125,0.5859375,0.271484375,0.189453125,-0.201171875,92672.0
6,604.8,0.95703125,2.53125,17.5,0.58984375,0.466796875,0.408203125,-0.201171875,92672.0
7,705.6,1.4375,2.3125,18.125,0.58203125,0.3125,1.0546875,-0.2001953125,92672.0
8,806.4,1.515625,2.375,9.6875,0.57421875,0.1357421875,0.419921875,-0.19921875,92672.0
9,907.2,9.0625,2.3125,16.25,0.56640625,0.1845703125,0.5625,-0.197265625,92672.0
10,1008.0,7.15625,-0.48046875,17.25,0.55859375,0.2265625,0.734375,-0.193359375,92672.0
11,1108.8,5.6875,2.828125,-1.453125,0.5546875,0.271484375,0.88671875,-0.1884765625,92672.0
12,1209.6,-1.7734375,-0.7265625,6.4375,0.5234375,0.353515625,1.078125,-0.1806640625,92672.0
13,1310.4,-1.0,1.0078125,31.75,1.984375,0.421875,1.171875,-0.173828125,92672.0
14,1411.2,-0.6796875,3.25,8.0,1.890625,0.455078125,1.3046875,-0.1689453125,92672.0
15,1512.0,-1.953125,1.1875,8.25,1.78125,0.48828125,1.4375,-0.1630859375,92672.0
16,1612.8,0.37890625,4.1875,9.0625,1.6953125,0.49609375,1.5390625,-0.162109375,92672.0
17,1713.6,-0.0113525390625,6.9375,9.375,1.6171875,0.1259765625,1.6171875,-0.16015625,92672.0
18,1814.4,1.9140625,0.91796875,9.3125,1.578125,0.1279296875,1.65625,-0.1591796875,92672.0
19,1915.2,0.1591796875,1.21875,4.1875,1.5859375,0.032470703125,1.6875,-0.15625,92672.0
20,2016.0,-0.2451171875,-4.09375,22.375,1.40625,0.1494140625,1.7265625,-0.142578125,92672.0
21,2116.8,26.875,2.078125,70.0,1.65625,0.1533203125,1.4296875,-0.035400390625,92672.0
22,2217.6,1.453125,0.56640625,12.5,1.71875,0.15625,1.2734375,-0.1416015625,92672.0
23,2318.4,2.359375,6.90625,-0.1728515625,1.578125,0.0380859375,1.1640625,-0.154296875,92672.0
24,2419.2,-2.578125,-1.7265625,5.03125,1.390625,0.035888671875,1.015625,-0.1728515625,92672.0
25,2520.0,-1.7578125,3.4375,9.875,1.34375,0.032958984375,0.9140625,-0.185546875,92672.0
26,2620.8,-0.171875,4.75,10.0,1.3203125,0.1259765625,0.8515625,-0.19140625,92672.0
27,2721.6,0.95703125,4.59375,9.0,1.3515625,0.484375,0.75,-0.1953125,92672.0
28,2822.4,0.3515625,4.71875,31.625,1.390625,0.49609375,0.1748046875,-0.193359375,92672.0
29,2923.2,-0.474609375,3.59375,9.375,1.40625,0.1279296875,0.16796875,-0.1904296875,92672.0
30,3024.0,-1.8046875,3.71875,8.625,1.453125,0.12890625,0.1689453125,-0.1884765625,92672.0
31,3124.8,-5.34375,3.484375,8.5,1.484375,0.0322265625,0.171875,-0.75,92672.0
32,3225.6,-2.25,-2.1875,12.75,1.5234375,0.031982421875,0.1787109375,-0.74609375,92672.0
33,3326.4,-2.1875,-5.53125,14.9375,1.515625,0.031982421875,0.181640625,-0.74609375,92672.0
34,3427.2,-2.296875,-5.1875,3.546875,1.5,0.008056640625,0.181640625,-0.74609375,92672.0
35,3528.0,-2.15625,-4.03125,3.5625,1.5078125,0.00811767578125,0.18359375,-0.7421875,92672.0
36,3628.8,-2.1875,-5.15625,3.65625,1.5,0.00811767578125,0.1875,-0.7421875,92672.0
37,3729.6,-2.375,-4.25,3.5,1.4921875,0.0081787109375,0.1923828125,-0.73828125,92672.0
38,3830.4,-2.265625,-2.015625,3.625,1.484375,0.032470703125,0.201171875,-0.73828125,92672.0
39,3931.2,-4.125,7.53125,7.78125,0.6796875,0.034423828125,0.18359375,-0.69140625,92672.0
